complaint_text,category
Water main,Water Leakage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Wooden Pole,Streetlight Fault
Needles,Garbage
On street,Drainage Blockage
On property,Drainage Blockage
Out of catch basin,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Other Request New Streetlight on Unknown Pole,Streetlight Fault
Light On all the time on Concrete Pole,Streetlight Fault
Other,Water Leakage
Light Burnt Out on Concrete Pole,Streetlight Fault
Light Burnt Out on Wooden Pole,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Water coming out,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Garbage,Garbage
Other Loose Garbage,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Mattress,Garbage
Furniture,Garbage
City garbage can overflowing,Garbage
I am writing this to report a persistent problem regarding fountain of water from construction puncture apartment entrance. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Water Leakage
Light Burnt Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
It has been observed that poultry waste dumped illegally is present industrial zone. A regular inspection and subsequent renovate should be scheduled by the concerned department.,Garbage
Out of sewer vent 4 inch,Drainage Blockage
On property,Drainage Blockage
"While passing by village square yesterday, I noticed a severe case of stagnant black water emitting foul smell. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
"Hey, grease block from nearby restaurants temple street. Can someone please come and patch up it as soon as possible?",Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
"Hey, grease block from nearby restaurants bridge approach. Can someone please come and resolve it as soon as possible?",Drainage Blockage
I am writing this to report a persistent problem regarding overflowing dumpster s catching fire metro station exit. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary attend to at the earliest opportunity to prevent further hazards.,Garbage
Other Loose Garbage,Garbage
Pavement Defect,Road Damage
Other,Water Leakage
Can s Left Out 24 x 7,Garbage
"Hey, subterranean leak forming a sinkhole highway lane. Can someone please come and patch up it as soon as possible?",Water Leakage
"Hey, stagnant black water emitting foul smell near the bus stop. Can someone please come and check it as soon as possible?",Drainage Blockage
Pavement Defect,Road Damage
On street,Drainage Blockage
Door stuck damaged,Garbage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Other Loose Garbage,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Light On all the time on Wooden Pole,Streetlight Fault
This is to bring to your kind notice that there is an issue with clogged roadside drain filled with silt situated shopping complex. Kindly arrange for an immediate inspect.,Drainage Blockage
It has been observed that light completely off leaving area pitch dark is present by the market. A regular inspection and subsequent repair should be scheduled by the concerned department.,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Manhole Cover Off,Road Damage
Light Burnt Out on Unknown Pole,Streetlight Fault
Other,Water Leakage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Other,Water Leakage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
I am writing this to report a persistent problem regarding photocell sensor covered in dirt highway lane. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary repair at the earliest opportunity to prevent further hazards.,Streetlight Fault
Sidewalk Cleaning - Other enter additional details below,Garbage
This is to bring to your kind notice that there is an issue with dirty water backing up into household toilets situated outside the hospital. Kindly arrange for an immediate clear.,Drainage Blockage
Water main,Water Leakage
Light Burnt Out on Metal Pole,Streetlight Fault
supply line joint broken footpath.,Water Leakage
On street,Drainage Blockage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Light Flickering On Off on Wooden Pole,Streetlight Fault
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Could you please look into the open drain choked with weeds and domestic waste near the school? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
Could you please look into the litter scattered all over the playground highway lane? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
Other,Water Leakage
Light Flickering On Off on Unknown Pole,Streetlight Fault
Pavement Defect,Road Damage
Other,Water Leakage
Other,Water Leakage
Pavement Defect,Road Damage
Human Waste,Garbage
How long do we have to tolerate this dead animal causing terrible smell railway station gate?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Utility Excavation,Road Damage
Manhole Cover Off,Road Damage
"Hey, underground pipe crack seeping through concrete shopping complex. Can someone please come and rectify it as soon as possible?",Water Leakage
How long do we have to tolerate this freshwater wasting down the storm drain by the market?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Water Leakage
Other,Water Leakage
On street,Drainage Blockage
How long do we have to tolerate this festival waste left uncollected government office back alley?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Out of manhole cover,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Traffic Signal Pole,Streetlight Fault
Light Burnt Out on Metal Pole,Streetlight Fault
I am writing this to report a persistent problem regarding dim light barely illuminating the ground inside our colony. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary rectify at the earliest opportunity to prevent further hazards.,Streetlight Fault
Pavement Defect,Road Damage
"While passing by apartment entrance yesterday, I noticed a severe case of underground pipe crack seeping through concrete. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
Liquids - Oil Paint Other,Garbage
Human waste or urine,Garbage
Pavement Defect,Road Damage
Other,Water Leakage
Pull box Other on Metal Pole,Streetlight Fault
Out of catch basin,Drainage Blockage
Light Burnt Out on Concrete Pole,Streetlight Fault
Light Burnt Out on Wooden Pole,Streetlight Fault
Light Flickering On Off on Metal Pole,Streetlight Fault
Light Burnt Out on Unknown Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Other Loose Garbage,Garbage
Pavement Defect,Road Damage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Overflowing City Receptacle or Dumpster,Garbage
Water main,Water Leakage
Boxed or Bagged Items,Garbage
Why has the underground pipe crack seeping through concrete metro station exit not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
Pavement Defect,Road Damage
Manhole Cover Off,Road Damage
Refrigerator,Garbage
Other,Water Leakage
Human Waste,Garbage
Other,Water Leakage
I am writing this to report a persistent problem regarding sharp edges on the side of the road highway lane. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary sort out at the earliest opportunity to prevent further hazards.,Road Damage
Pavement Defect,Road Damage
Garbage,Garbage
Why has the household garbage thrown in open plots main crossroad not been attended to yet? Who is responsible for this civic neglect?,Garbage
Light Burnt Out on Concrete Pole,Streetlight Fault
Light Flickering On Off on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Clothing,Garbage
Light Glass Cover Missing on Metal Pole,Streetlight Fault
Refrigerator,Garbage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Water main,Water Leakage
Human waste or urine,Garbage
Other,Water Leakage
Mattress,Garbage
Light Burnt Out on Concrete Pole,Streetlight Fault
Light Burnt Out on Wooden Pole,Streetlight Fault
Light Burnt Out on Unknown Pole,Streetlight Fault
Manhole Cover Off,Road Damage
Light Flickering On Off on Concrete Pole,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Other Loose Garbage,Garbage
Other,Water Leakage
Pavement Defect,Road Damage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Light Burnt Out on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Electronics,Garbage
Other,Water Leakage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Other Request New Streetlight on Unknown Pole,Streetlight Fault
Light Flickering On Off on Concrete Pole,Streetlight Fault
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Out of catch basin,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
"While passing by residential area yesterday, I noticed a severe case of flooded storm drain after mild rain. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
Water leak Water leak,Water Leakage
Other,Water Leakage
I am writing this to report a persistent problem regarding severely blocked sewer causing back flow footpath. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary patch up at the earliest opportunity to prevent further hazards.,Drainage Blockage
Pavement Defect,Road Damage
How long do we have to tolerate this highly uneven and bumpy surface shopping complex?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
Other,Water Leakage
Furniture,Garbage
Light Burnt Out on Metal Pole,Streetlight Fault
Light Burnt Out on Concrete Pole,Streetlight Fault
Human Waste,Garbage
Other Loose Garbage,Garbage
severely blocked sewer causing back flow temple street.,Drainage Blockage
Garbage,Garbage
Other,Water Leakage
Utility Excavation,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Light Burnt Out on Concrete Pole,Streetlight Fault
Pavement Defect,Road Damage
Light Flickering On Off on Metal Pole,Streetlight Fault
Furniture,Garbage
Other,Water Leakage
It is deeply distressing to see overflowing bins spilling on to the pavement public park corner. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Garbage
